HS6,HS6_name,k,k_name_short,k_name,Sub_sector_name,Sector_name,Excluded_from,Reason
680100,"Setts, curbstones and flagstones, of natural stone (excl. slate)",680100,Setts of natural stone,"Setts, curbstones and flagstones, of natural stone (excl. slate)",Mineral products,"Minerals, metals & products thereof",,
680210,"Tiles, cubes and other processed articles of natural stone, incl. slate, for mosaics and the like, whether or not rectangular or square, the largest surface area of which is capable of being enclosed in a square of side of < 7 cm; artificially coloured granules, chippings and powder of natural stone, incl. slate",680210,Natural stone for moisaics; colored granules & powder,"Tiles, cubes and other processed articles of natural stone, incl. slate, for mosaics and the like, whether or not rectangular or square, the largest face of which is capable of being enclosed in a square of side of < 7 cm; artificially coloured granules, chippings and powder of natural stone, incl. slate",Mineral products,"Minerals, metals & products thereof",,
680221,"Marble, travertine and alabaster articles thereof, simply cut or sawn, with a flat or even surface (excl. with a completely or partly planed, sand-dressed, coarsely or finely ground or polished surface, tiles, cubes and similar articles of subheading 6802,10, setts, curbstones and flagstones)",680221,"Marble, travertine, alabaster & flat articles thereof","Marble, travertine and alabaster articles thereof, simply cut or sawn, with a flat or even surface (excl. with a completely or partly planed, sand-dressed, coarsely or finely ground or polished surface, tiles, cubes and similar articles of subheading 6802,10, setts, curbstones and flagstones)",Mineral products,"Minerals, metals & products thereof",,
680223,"Granite and articles thereof, simply cut or sawn, with a flat or even surface (excl. with a completely or partly planed, sand-dressed, coarsely or finely ground or polished surface, tiles, cubes and similar articles of subheading 6802 10 00, setts, curbstones and flagstones)",680223,Granite & flat articles thereof,"Granite and articles thereof, simply cut or sawn, with a flat or even surface (excl. with a completely or partly planed, sand-dressed, coarsely or finely ground or polished surface, tiles, cubes and similar articles of subheading 6802 10 00, setts, curbstones and flagstones)",Mineral products,"Minerals, metals & products thereof",,
680229,"Monumental or building stone and articles thereof, simply cut or sawn, with a flat or even surface (excl. marble, travertine, alabaster, granite and slate, those with a completely or partly planed, sand-dressed, coarsely or finely ground or polished surface, tiles, cubes and similar articles of subheading 6802 10 00, setts, curbstones and flagstones)",680229,Monumental/building stone & flat articles thereof,"Monumental or building stone and articles thereof, simply cut or sawn, with a flat or even surface (excl. marble, travertine, alabaster, granite and slate, those with a completely or partly planed, sand-dressed, coarsely or finely ground or polished surface, tiles, cubes and similar articles of subheading 6802 10 00, setts, curbstones and flagstones)",Mineral products,"Minerals, metals & products thereof",,
680291,"Marble, travertine and alabaster, in any form (excl. tiles, cubes and similar articles of subheading 6802.10, imitation jewellery, clocks, lamps and lighting fittings and parts thereof, buttons, original sculptures and statuary, setts, curbstones and flagstones)",680291,"Marble, travertine & alabaster, n.e.s.","Marble, travertine and alabaster, in any form (excl. tiles, cubes and similar articles of subheading 6802.10, imitation jewellery, clocks, lamps and lighting fittings and parts thereof, buttons, original sculptures and statuary, setts, curbstones and flagstones)",Mineral products,"Minerals, metals & products thereof",,
680292,"Calcareous stone, in any form (excl. marble, travertine and alabaster, tiles, cubes and similar articles of subheading 6802.10, imitation jewellery, clocks, lamps and lighting fittings and parts thereof, original sculptures and statuary, setts, curbstones and flagstones)",680292,"Calcareous stone, n.e.s.","Calcareous stone, in any form (excl. marble, travertine and alabaster, tiles, cubes and similar articles of subheading 6802.10, imitation jewellery, clocks, lamps and lighting fittings and parts thereof, original sculptures and statuary, setts, curbstones and flagstones)",Mineral products,"Minerals, metals & products thereof",,
680293,"Granite, in any form, polished, decorated or otherwise worked (excl. tiles, cubes and similar articles of subheading 6802.10, imitation jewellery, clocks, lamps and lighting fittings and parts thereof, original sculptures and statuary, setts, curbstones and flagstones)",680293,Worked granite,"Granite, in any form, polished, decorated or otherwise worked (excl. tiles, cubes and similar articles of subheading 6802.10, imitation jewellery, clocks, lamps and lighting fittings and parts thereof, original sculptures and statuary, setts, curbstones and flagstones)",Mineral products,"Minerals, metals & products thereof",,
680299,"Monumental or building stone, in any form, polished, decorated or otherwise worked (excl. calcareous stone, granite and slate, tiles, cubes and similar articles of subheading 6802.10, articles of fused basalt, articles of natural steatite, ceramically calcined, imitation jewellery, clocks, lamps and lighting fittings and parts thereof, original sculptures and statuary, setts, curbstones and flagstones)",680299,Worked monumental/building stone,"Monumental or building stone, in any form, polished, decorated or otherwise worked (excl. calcareous stone, granite and slate, tiles, cubes and similar articles of subheading 6802.10, articles of fused basalt, articles of natural steatite, ceramically calcined, imitation jewellery, clocks, lamps and lighting fittings and parts thereof, original sculptures and statuary, setts, curbstones and flagstones)",Mineral products,"Minerals, metals & products thereof",,
680300,"Worked slate and articles of slate or of agglomerated slate (excl. slate granules, chippings and powder, mosaic cubes and the like, slate pencils, and ready-to-use slates or boards with writing or drawing surfaces)",680300,Worked slate & articles of slate,"Worked slate and articles of slate or of agglomerated slate (excl. slate granules, chippings and powder, mosaic cubes and the like, slate pencils, and ready-to-use slates or boards with writing or drawing surfaces)",Mineral products,"Minerals, metals & products thereof",,
680410,"Millstones and grindstones, without frameworks, for milling, grinding or pulping",680410,Millstones & grindstones,"Millstones and grindstones, without frameworks, for milling, grinding or pulping",Mineral products,"Minerals, metals & products thereof",,
680421,"Millstones, grindstones, grinding wheels and the like, without frameworks, for sharpening, polishing, trueing or cutting, of agglomerated synthetic or natural diamond (excl. hand sharpening or polishing stones, and grinding wheels etc. specifically for dental drill engines)",680421,Millstones of agglomerated diamond,"Millstones, grindstones, grinding wheels and the like, without frameworks, for sharpening, polishing, trueing or cutting, of agglomerated synthetic or natural diamond (excl. hand sharpening or polishing stones, and grinding wheels etc. specifically for dental drill engines)",Mineral products,"Minerals, metals & products thereof",,
680422,"Millstones, grindstones, grinding wheels and the like, without frameworks, for sharpening, polishing, trueing or cutting, of agglomerated abrasives or ceramics (excl. of agglomerated synthetic or natural diamond, hand sharpening or polishing stones, perfumed pumice stones, and grinding wheels etc. specifically for dental drill engines)",680422,Millstones of agglomerated abrasives/ceramics,"Millstones, grindstones, grinding wheels and the like, without frameworks, for sharpening, polishing, trueing or cutting, of agglomerated abrasives or ceramics (excl. of agglomerated synthetic or natural diamond, hand sharpening or polishing stones, perfumed pumice stones, and grinding wheels etc. specifically for dental drill engines)",Mineral products,"Minerals, metals & products thereof",,
680423,"Millstones, grindstones, grinding wheels and the like, without frameworks, for sharpening, polishing, trueing or cutting, of natural stone (excl. of agglomerated natural abrasives or ceramics, perfumed pumice stones, hand sharpening or polishing stones, and grinding wheels etc. specifically for dental drill engines)",680423,Millstones of natural stone,"Millstones, grindstones, grinding wheels and the like, without frameworks, for sharpening, polishing, trueing or cutting, of natural stone (excl. of agglomerated natural abrasives or ceramics, perfumed pumice stones, hand sharpening or polishing stones, and grinding wheels etc. specifically for dental drill engines)",Mineral products,"Minerals, metals & products thereof",,
